gloss;bbox;fps;frame_end;frame_start;instance_id;signer_id;source;split;url;variation_id;video_id;video_path
with;[33, 0, 297, 240];25;-1;1;9;42;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/51078.mp4;0;63587;data/raw_videos/63587.mp4
with;[393, 58, 823, 720];25;-1;1;11;38;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/with.mp4;0;63588;data/raw_videos/63588.mp4
with;[633, 63, 1662, 1080];25;-1;1;12;31;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20With-sLUkJtZiNn8.mp4;0;63589;data/raw_videos/63589.mp4
with;[139, 5, 518, 480];25;-1;1;13;13;asldeafined;train;https://media.asldeafined.com/vocabulary/1468928850.9790.mp4;0;63590;data/raw_videos/63590.mp4
with;[65, 12, 210, 192];25;-1;1;15;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/9/9702.mp4;0;63592;data/raw_videos/63592.mp4
write;[375, 42, 940, 720];25;-1;1;1;115;aslbrick;test;http://aslbricks.org/New/ASL-Videos/write.mp4;0;69544;data/raw_videos/69544.mp4
write;[68, 7, 524, 480];25;-1;1;3;13;asldeafined;train;https://media.asldeafined.com/vocabulary/1468929385.6917.mp4;0;64060;data/raw_videos/64060.mp4
write;[123, 30, 511, 480];25;-1;1;4;15;asldeafined;val;https://media.asldeafined.com/vocabulary/1522768314.6956.mp4;0;64061;data/raw_videos/64061.mp4
write;[59, 17, 215, 192];25;-1;1;8;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/8/8441.mp4;0;64065;data/raw_videos/64065.mp4
write;[155, 8, 458, 370];25;-1;1;9;88;aslsignbank;train;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WR/WRITE-1467.mp4;0;66815;data/raw_videos/66815.mp4
write;[49, 0, 279, 240];25;-1;1;10;42;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/51100.mp4;0;64056;data/raw_videos/64056.mp4
write;[237, 13, 526, 414];25;-1;1;15;36;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/write.mp4;0;64057;data/raw_videos/64057.mp4
write;[395, 55, 800, 720];25;-1;1;16;38;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/writing.mp4;0;64058;data/raw_videos/64058.mp4
write;[635, 73, 1424, 1080];25;-1;1;17;31;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Write-2Vss5wDKFhg.mp4;0;64059;data/raw_videos/64059.mp4
yesterday;[316, 26, 1253, 1080];25;-1;1;2;46;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yesterday-ODfO21WATKY.mp4;0;64307;data/raw_videos/64307.mp4
yesterday;[781, 118, 1632, 1079];25;-1;1;3;31;signschool;val;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yesterday-OTcqJCUGZxY.mp4;1;64308;data/raw_videos/64308.mp4
yesterday;[117, 5, 528, 480];25;-1;1;4;13;asldeafined;train;https://media.asldeafined.com/vocabulary/1468774999.2098.mp4;0;64309;data/raw_videos/64309.mp4
yesterday;[40, 14, 210, 192];25;-1;1;6;10;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/22/22109.mp4;0;64311;data/raw_videos/64311.mp4
yesterday;[134, 11, 461, 370];25;-1;1;8;88;aslsignbank;train;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YESTERDAY-327.mp4;0;66821;data/raw_videos/66821.mp4
yesterday;[139, 12, 462, 370];25;-1;1;9;88;aslsignbank;train;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YESTERDAY-328.mp4;1;66822;data/raw_videos/66822.mp4
yesterday;[39, 0, 278, 240];25;-1;1;14;42;spreadthesign;test;https://media.spreadthesign.com/video/mp4/13/51108.mp4;0;64304;data/raw_videos/64304.mp4
yesterday;[386, 42, 811, 720];25;-1;1;15;38;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yesterday2.mp4;0;64305;data/raw_videos/64305.mp4
yesterday;[387, 51, 800, 720];25;-1;1;16;38;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yesterday.mp4;1;64306;data/raw_videos/64306.mp4
again;[69, 15, 209, 192];25;-1;1;3;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/6/6335.mp4;0;01466;data/raw_videos/01466.mp4
again;[68, 9, 239, 240];25;-1;1;8;2;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/118365.mp4;0;01460;data/raw_videos/01460.mp4
again;[168, 17, 527, 414];25;-1;1;11;36;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/again.mp4;0;01461;data/raw_videos/01461.mp4
again;[538, 62, 1765, 1080];25;-1;1;12;27;signschool;val;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Again-EYX5aL3d8_M.mp4;0;01462;data/raw_videos/01462.mp4
again;[101, 29, 514, 480];25;-1;1;13;13;asldeafined;train;https://media.asldeafined.com/vocabulary/1466171389.6039.mp4;0;01463;data/raw_videos/01463.mp4
again;[123, 30, 580, 480];25;-1;1;14;15;asldeafined;train;https://media.asldeafined.com/vocabulary/1522766184.698.mp4;0;01464;data/raw_videos/01464.mp4
bad;[327, 41, 877, 720];25;-1;1;1;118;aslbrick;test;http://aslbricks.org/New/ASL-Videos/bad.mp4;0;69219;data/raw_videos/69219.mp4
bad;[212, 16, 522, 414];25;-1;1;2;36;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bad.mp4;0;04709;data/raw_videos/04709.mp4
bad;[739, 67, 1637, 1080];25;-1;1;5;4;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bad-2099RpCyLwU.mp4;0;04712;data/raw_videos/04712.mp4
bad;[231, 7, 579, 360];25;-1;1;6;52;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20bad5.mp4;0;04713;data/raw_videos/04713.mp4
bad;[128, 31, 538, 480];25;-1;1;8;13;asldeafined;val;https://media.asldeafined.com/vocabulary/1466648215.3053.mp4;0;04715;data/raw_videos/04715.mp4
bad;[61, 16, 211, 192];25;-1;1;10;11;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/6/6529.mp4;0;04717;data/raw_videos/04717.mp4
bad;[166, 4, 477, 370];25;-1;1;11;88;aslsignbank;train;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BAD-29.mp4;0;65125;data/raw_videos/65125.mp4
bad;[65, 11, 258, 240];25;-1;1;12;2;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/123148.mp4;0;04708;data/raw_videos/04708.mp4
bad;[75, 15, 238, 192];25;-1;1;14;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/6/6944.mp4;0;04718;data/raw_videos/04718.mp4
ball;[371, 25, 892, 720];25;-1;1;1;119;aslbrick;test;http://aslbricks.org/New/ASL-Videos/ball.mp4;0;69221;data/raw_videos/69221.mp4
ball;[210, 16, 534, 414];25;-1;1;2;36;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/ball.mp4;0;04850;data/raw_videos/04850.mp4
ball;[380, 13, 816, 480];25;-1;1;3;52;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20ball-u7YdwN89Leg.mp4;0;04851;data/raw_videos/04851.mp4
ball;[95, 20, 565, 480];25;-1;1;4;13;asldeafined;train;https://media.asldeafined.com/vocabulary/1466648644.5380.mp4;0;04852;data/raw_videos/04852.mp4
ball;[73, 15, 215, 192];25;-1;1;6;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/14/14844.mp4;0;04854;data/raw_videos/04854.mp4
ball;[71, 19, 215, 191];25;-1;1;10;11;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/6/6775.mp4;0;04858;data/raw_videos/04858.mp4
ball;[43, 8, 262, 240];25;-1;1;12;2;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/123213.mp4;0;04849;data/raw_videos/04849.mp4
bathroom;[373, 20, 800, 480];25;-1;1;1;52;signschool;test;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bathroom-u7XrB6j-o3E.mp4;0;05299;data/raw_videos/05299.mp4
bathroom;[125, 23, 527, 480];25;-1;1;2;13;asldeafined;train;https://media.asldeafined.com/vocabulary/1466649768.1620.mp4;0;05300;data/raw_videos/05300.mp4
bathroom;[85, 17, 203, 192];25;-1;1;5;10;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/23/23911.mp4;0;05303;data/raw_videos/05303.mp4
bathroom;[179, 7, 473, 370];25;-1;1;8;88;aslsignbank;train;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BATHROOM-32.mp4;0;65148;data/raw_videos/65148.mp4
bathroom;[52, 14, 239, 240];25;-1;1;15;2;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/92604.mp4;0;05297;data/raw_videos/05297.mp4
bathroom;[165, 16, 525, 414];25;-1;1;16;36;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bathroom.mp4;0;05298;data/raw_videos/05298.mp4
blanket;[638, 94, 1852, 1080];25;-1;1;1;39;signschool;test;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket-56AEFvJQNKM.mp4;0;06553;data/raw_videos/06553.mp4
blanket;[387, 45, 1893, 1080];25;-1;1;2;4;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket-PGnWLYRHS4Y.mp4;0;06554;data/raw_videos/06554.mp4
blanket;[103, 13, 524, 480];25;-1;1;3;59;asldeafined;train;https://media.asldeafined.com/vocabulary/1466682724.4542.mp4;0;06555;data/raw_videos/06555.mp4
blanket;[47, 16, 237, 192];25;-1;1;6;10;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/24/24250.mp4;0;06558;data/raw_videos/06558.mp4
blanket;[52, 7, 222, 192];25;-1;1;7;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/9/9933.mp4;0;06559;data/raw_videos/06559.mp4
blanket;[373, 54, 798, 720];25;-1;1;15;38;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/blanket.mp4;0;06551;data/raw_videos/06551.mp4
blanket;[489, 59, 1920, 1080];25;-1;1;16;4;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Blanket%202-TpMWkAVN-yo.mp4;0;06552;data/raw_videos/06552.mp4
buy;[512, 62, 1374, 1080];25;-1;1;1;115;aslbrick;test;http://aslbricks.org/New/ASL-Videos/buy.mp4;0;69255;data/raw_videos/69255.mp4
buy;[68, 14, 215, 192];25;-1;1;3;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/6/6442.mp4;0;08488;data/raw_videos/08488.mp4
buy;[178, 40, 483, 370];25;-1;1;7;93;aslsignbank;val;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BU/BUY-424.mp4;0;65282;data/raw_videos/65282.mp4
buy;[55, 0, 265, 240];25;-1;1;8;26;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/125647.mp4;0;08482;data/raw_videos/08482.mp4
buy;[210, 16, 527, 414];25;-1;1;11;36;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/buy.mp4;0;08483;data/raw_videos/08483.mp4
buy;[720, 71, 1645, 1080];25;-1;1;12;32;signschool;val;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Buy%202-8DpqiNo5tl4.mp4;0;08484;data/raw_videos/08484.mp4
buy;[441, 65, 911, 720];25;-1;1;13;31;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Buy.mp4;0;08485;data/raw_videos/08485.mp4
buy;[74, 28, 524, 480];25;-1;1;14;59;asldeafined;train;https://media.asldeafined.com/vocabulary/1466725657.9852.mp4;0;08486;data/raw_videos/08486.mp4
call;[169, 13, 457, 370];25;-1;1;0;90;aslsignbank;train;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CALL-65.mp4;0;65290;data/raw_videos/65290.mp4
call;[67, 11, 215, 192];25;-1;1;4;11;signingsavvy;test;https://www.signingsavvy.com/signs/mp4/8/8872.mp4;1;08706;data/raw_videos/08706.mp4
call;[51, 14, 208, 192];25;-1;1;6;11;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/9/9229.mp4;1;08707;data/raw_videos/08707.mp4
call;[523, 23, 1639, 1080];25;-1;1;14;4;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call%20copy-Y2Mgkkiy_xA.mp4;1;08689;data/raw_videos/08689.mp4
call;[741, 149, 1483, 1080];25;-1;1;15;31;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call-ypM7UO3bocI.mp4;0;08690;data/raw_videos/08690.mp4
call;[96, 17, 536, 480];25;-1;1;16;59;asldeafined;train;https://media.asldeafined.com/vocabulary/1466726118.1106.mp4;1;08691;data/raw_videos/08691.mp4
call;[22, 19, 586, 480];25;-1;1;17;17;asldeafined;train;https://media.asldeafined.com/vocabulary/1471143923.4012.mp4;1;08692;data/raw_videos/08692.mp4
call;[85, 23, 532, 480];25;-1;1;19;15;asldeafined;val;https://media.asldeafined.com/vocabulary/1527808150.9457.mp4;0;08694;data/raw_videos/08694.mp4
call;[57, 13, 216, 192];25;-1;1;28;11;signingsavvy;test;https://www.signingsavvy.com/signs/mp4/6/6738.mp4;0;08701;data/raw_videos/08701.mp4
call;[75, 14, 229, 192];25;-1;1;29;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/6/6918.mp4;0;08702;data/raw_videos/08702.mp4
coffee;[193, 34, 462, 370];25;-1;1;7;92;aslsignbank;val;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COFFEE-2035.mp4;0;65375;data/raw_videos/65375.mp4
coffee;[48, 10, 252, 240];25;-1;1;8;0;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/74941.mp4;0;11558;data/raw_videos/11558.mp4
coffee;[421, 59, 808, 720];25;-1;1;10;38;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/coffee.mp4;0;11559;data/raw_videos/11559.mp4
coffee;[380, 12, 734, 480];25;-1;1;11;70;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20coffee-zjqRswd2CkM.mp4;0;11560;data/raw_videos/11560.mp4
coffee;[128, 22, 520, 480];25;-1;1;12;59;asldeafined;val;https://media.asldeafined.com/vocabulary/1466899664.8061.mp4;0;11561;data/raw_videos/11561.mp4
coffee;[89, 14, 228, 192];25;-1;1;14;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/7/7924.mp4;0;11563;data/raw_videos/11563.mp4
cold;[129, 16, 476, 370];25;-1;1;0;99;aslsignbank;test;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COLD-432.mp4;0;65377;data/raw_videos/65377.mp4
cold;[210, 16, 540, 414];25;-1;1;2;36;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cold.mp4;0;11622;data/raw_videos/11622.mp4
cold;[380, 16, 825, 480];25;-1;1;3;52;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20cold%203-YldGtQZmZYU.mp4;0;11623;data/raw_videos/11623.mp4
cold;[593, 70, 1468, 1080];25;-1;1;4;6;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-u2a1DwJhmrQ.mp4;0;11624;data/raw_videos/11624.mp4
cold;[624, 133, 1621, 1072];25;-1;1;5;39;signschool;val;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-V5nv_yk_Ah8.mp4;0;11625;data/raw_videos/11625.mp4
cold;[411, 31, 1128, 720];25;-1;1;7;4;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cold.mp4;0;11627;data/raw_videos/11627.mp4
cold;[116, 29, 513, 480];25;-1;1;8;59;asldeafined;val;https://media.asldeafined.com/vocabulary/1466899767.7689.mp4;0;11628;data/raw_videos/11628.mp4
cold;[59, 16, 263, 240];25;-1;1;11;56;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/399313.mp4;0;11621;data/raw_videos/11621.mp4
cold;[88, 22, 216, 192];25;-1;1;15;10;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/22/22759.mp4;0;11633;data/raw_videos/11633.mp4
cold;[65, 21, 233, 192];25;-1;1;16;10;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/22/22867.mp4;0;11634;data/raw_videos/11634.mp4
cold;[79, 16, 221, 192];25;-1;1;17;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/7/7159.mp4;0;11635;data/raw_videos/11635.mp4
college;[190, 35, 461, 370];25;-1;1;7;92;aslsignbank;val;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COLLEGE-2038.mp4;0;65379;data/raw_videos/65379.mp4
college;[46, 5, 256, 240];25;-1;1;8;0;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/58486.mp4;0;11708;data/raw_videos/11708.mp4
college;[405, 73, 845, 720];25;-1;1;11;38;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/college.mp4;0;11709;data/raw_videos/11709.mp4
college;[431, 36, 1166, 720];25;-1;1;12;31;signschool;val;https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20College.mp4;0;11710;data/raw_videos/11710.mp4
college;[82, 20, 520, 480];25;-1;1;13;59;asldeafined;train;https://media.asldeafined.com/vocabulary/1466899881.4501.mp4;0;11711;data/raw_videos/11711.mp4
college;[57, 5, 218, 192];25;-1;1;15;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/5/5794.mp4;0;11713;data/raw_videos/11713.mp4
copy;[133, 22, 526, 480];25;-1;1;2;59;asldeafined;train;https://media.asldeafined.com/vocabulary/1466903369.6461.mp4;0;13269;data/raw_videos/13269.mp4
copy;[72, 14, 217, 192];25;-1;1;6;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/1/1380.mp4;0;13273;data/raw_videos/13273.mp4
copy;[89, 17, 211, 192];25;-1;1;8;10;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/24/24147.mp4;0;13275;data/raw_videos/13275.mp4
copy;[171, 19, 496, 370];25;-1;1;9;102;aslsignbank;train;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COPY-1165.mp4;0;65405;data/raw_videos/65405.mp4
copy;[574, 62, 1437, 1080];25;-1;1;16;31;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Copy%202-JFnW_6la6nc.mp4;0;13267;data/raw_videos/13267.mp4
copy;[856, 128, 1714, 1070];25;-1;1;17;39;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Copy-bxtQREjPuTg.mp4;0;13268;data/raw_videos/13268.mp4
cute;[69, 11, 207, 192];25;-1;1;4;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/8/8732.mp4;0;14457;data/raw_videos/14457.mp4
cute;[74, 10, 214, 192];25;-1;1;5;11;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/8/8733.mp4;0;14458;data/raw_videos/14458.mp4
cute;[45, 0, 237, 240];25;-1;1;12;0;spreadthesign;val;https://media.spreadthesign.com/video/mp4/13/58499.mp4;0;14451;data/raw_videos/14451.mp4
cute;[382, 50, 798, 720];25;-1;1;13;38;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cute.mp4;0;14452;data/raw_videos/14452.mp4
cute;[144, 38, 528, 480];25;-1;1;14;59;asldeafined;train;https://media.asldeafined.com/vocabulary/1466906048.8806.mp4;0;14453;data/raw_videos/14453.mp4
cute;[186, 76, 505, 480];25;-1;1;15;34;asldeafined;train;https://media.asldeafined.com/vocabulary/1546573069.1645.mp4;0;14454;data/raw_videos/14454.mp4
daughter;[63, 16, 210, 192];25;-1;1;4;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/6/6365.mp4;0;14755;data/raw_videos/14755.mp4
daughter;[67, 21, 209, 191];25;-1;1;5;11;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/8/8464.mp4;0;14756;data/raw_videos/14756.mp4
daughter;[66, 19, 207, 192];25;-1;1;6;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/8/8466.mp4;0;14757;data/raw_videos/14757.mp4
daughter;[185, 17, 486, 370];25;-1;1;7;90;aslsignbank;val;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DA/DAUGHTER-1211.mp4;0;65443;data/raw_videos/65443.mp4
daughter;[25, 0, 288, 240];25;-1;1;11;75;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/399330.mp4;0;14749;data/raw_videos/14749.mp4
daughter;[435, 70, 855, 720];25;-1;1;12;38;startasl;val;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/daughter.mp4;0;14750;data/raw_videos/14750.mp4
daughter;[412, 40, 1642, 1080];25;-1;1;13;4;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Daughter%20Old-v4cNSS7EQus.mp4;0;14751;data/raw_videos/14751.mp4
daughter;[867, 55, 1730, 1075];25;-1;1;14;39;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Daughter--CRawrGay1g.mp4;0;14752;data/raw_videos/14752.mp4
daughter;[110, 18, 533, 480];25;-1;1;15;59;asldeafined;train;https://media.asldeafined.com/vocabulary/1466906650.7965.mp4;0;14753;data/raw_videos/14753.mp4
example;[741, 17, 1678, 1080];25;-1;1;1;4;signschool;test;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example%202-y3XklXpz9Xc.mp4;1;20067;data/raw_videos/20067.mp4
example;[709, 16, 1686, 1080];25;-1;1;2;4;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example%203-eKHr0uVDy9g.mp4;1;20068;data/raw_videos/20068.mp4
example;[592, 68, 1506, 1080];25;-1;1;4;6;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example-H2rgcfiBkbo.mp4;0;20070;data/raw_videos/20070.mp4
example;[583, 25, 1707, 1080];25;-1;1;5;4;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example-luDr_yqrP4s.mp4;1;20071;data/raw_videos/20071.mp4
example;[64, 11, 581, 480];25;-1;1;6;21;asldeafined;train;https://media.asldeafined.com/vocabulary/1468378376.6984.mp4;0;20072;data/raw_videos/20072.mp4
example;[76, 15, 213, 192];25;-1;1;11;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/6/6176.mp4;0;20074;data/raw_videos/20074.mp4
example;[75, 1, 239, 240];25;-1;1;16;37;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/455572.mp4;0;20066;data/raw_videos/20066.mp4
far;[493, 68, 1462, 1080];25;-1;1;2;6;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far-Is4-JyMoX5A.mp4;0;21073;data/raw_videos/21073.mp4
far;[482, 57, 1647, 1080];25;-1;1;3;32;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far-sfcP223iU-4.mp4;0;21074;data/raw_videos/21074.mp4
far;[143, 35, 525, 480];25;-1;1;4;15;asldeafined;train;https://media.asldeafined.com/vocabulary/1499869515.5396.mp4;1;21075;data/raw_videos/21075.mp4
far;[45, 0, 208, 192];25;-1;1;6;10;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/23/23561.mp4;0;21077;data/raw_videos/21077.mp4
far;[48, 14, 222, 192];25;-1;1;7;10;signingsavvy;test;https://www.signingsavvy.com/signs/mp4/23/23562.mp4;1;21078;data/raw_videos/21078.mp4
far;[163, 23, 453, 370];25;-1;1;8;94;aslsignbank;test;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FA/FAR-699.mp4;0;65682;data/raw_videos/65682.mp4
far;[67, 0, 248, 240];25;-1;1;9;37;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/455630.mp4;0;21069;data/raw_videos/21069.mp4
far;[362, 57, 898, 720];25;-1;1;14;38;startasl;val;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/far.mp4;1;21070;data/raw_videos/21070.mp4
far;[539, 64, 1456, 1080];25;-1;1;15;6;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far%202-0WbL8BG12fo.mp4;1;21071;data/raw_videos/21071.mp4
far;[359, 0, 1402, 1080];25;-1;1;16;3;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far-6By4ve8GCtI.mp4;1;21072;data/raw_videos/21072.mp4
first;[401, 54, 816, 720];25;-1;1;2;38;startasl;train;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/first.mp4;1;22086;data/raw_videos/22086.mp4
first;[75, 6, 560, 480];25;-1;1;3;21;asldeafined;train;https://media.asldeafined.com/vocabulary/1468494663.4948.mp4;1;22087;data/raw_videos/22087.mp4
first;[77, 16, 223, 192];25;-1;1;10;11;signingsavvy;val;https://www.signingsavvy.com/signs/mp4/7/7760.mp4;1;22094;data/raw_videos/22094.mp4
first;[149, 21, 446, 370];25;-1;1;11;92;aslsignbank;val;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FIRST-1474.mp4;1;65729;data/raw_videos/65729.mp4
first;[173, 31, 506, 370];25;-1;1;12;106;aslsignbank;train;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FIRST-1475.mp4;1;65730;data/raw_videos/65730.mp4
first;[154, 28, 497, 370];25;-1;1;13;106;aslsignbank;train;https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FIRST-458.mp4;0;65728;data/raw_videos/65728.mp4
first;[66, 0, 250, 240];25;-1;1;14;37;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/455675.mp4;0;22085;data/raw_videos/22085.mp4
first;[92, 18, 226, 191];25;-1;1;16;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/8/8417.mp4;0;22095;data/raw_videos/22095.mp4
friend;[71, 10, 215, 192];25;-1;1;4;11;signingsavvy;train;https://www.signingsavvy.com/signs/mp4/14/14372.mp4;0;23574;data/raw_videos/23574.mp4
friend;[45, 0, 283, 240];25;-1;1;11;37;spreadthesign;train;https://media.spreadthesign.com/video/mp4/13/456372.mp4;0;23568;data/raw_videos/23568.mp4
friend;[217, 18, 524, 414];25;-1;1;12;36;startasl;val;https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/friend.mp4;0;23569;data/raw_videos/23569.mp4
friend;[389, 15, 812, 480];25;-1;1;13;70;signschool;train;https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Friend-kf4Rs2291OM.mp4;0;23570;data/raw_videos/23570.mp4
friend;[66, 9, 582, 480];25;-1;1;14;21;asldeafined;train;https://media.asldeafined.com/vocabulary/1468514220.311.mp4;0;23572;data/raw_videos/23572.mp4
